Drug	5,6,7,8-tetrahydrobiopterin	6-aminocaproic acid	abacavir	acarbose	acebutolol	acenocoumarol	acetaminophen	acetazolamide	acetohexamide	acetohydroxamic acid	acitretin	acyclovir	adapalene	adefovir	adenosine	albendazole	albuterol	alclometasone	alendronate	alfuzosin	aliskiren	alitretinoin	allopurinol	almotriptan	alprostadil	alvimopan	amantadine	amcinonide	amdinocillin	amdinocillin pivoxil	amifostine	amikacin	amiloride	aminoglutethimide	aminolevulinate	aminolevulinic acid	aminophylline	aminosalicylic acid	amiodarone	amisulpride	amitriptyline	amlodipine	amodiaquine	amoxapine	amoxicillin	ampicillin	amsacrine	anagrelide	anastrozole	apomorphine	apraclonidine	aprepitant	ardeparin	arformoterol	argatroban	aripiprazole	arsenic trioxide	aspirin	atazanavir	atenolol	atomoxetine	atorvastatin	atovaquone	atracurium	atropine	azacitidine	azathioprine	azelastine	azithromycin	azlocillin	aztreonam	bacampicillin	bacitracin	baclofen	balsalazide	bambuterol	beclomethasone	benazepril	bendroflumethiazide	benzocaine	benzquinamide	benztropine	benzylpenicilloyl polylysine	bepridil	betamethasone	betaxolol	bethanechol	bexarotene	bezafibrate	bicalutamide	bimatoprost	bismuth subsalicylate	bisoprolol	bleomycin	bortezomib	bosentan	bretylium	brimonidine	brinzolamide	bromfenac	bromocriptine	brompheniramine	budesonide	bumetanide	bupivacaine	bupropion	buspirone	cabazitaxel	cabergoline	caffeine	candesartan	capecitabine	captopril	carbachol	carbamazepine	carbidopa	carbimazole	carbinoxamine	carboprost tromethamine	carmustine	carnitine	carprofen	carteolol	carvedilol	cefaclor	cefadroxil	cefamandole	cefazolin	cefdinir	cefditoren	cefepime	cefixime	cefmetazole	cefonicid	cefoperazone	ceforanide	cefotaxime	cefotetan	cefotiam	cefoxitin	cefpodoxime	cefprozil	ceftazidime	ceftibuten	ceftizoxime	ceftriaxone	cefuroxime	celecoxib	cephalexin	cephalothin	cephapirin	cephradine	cetirizine	cevimeline	chlophedianol	chloramphenicol	chloroprocaine	chloroquine	chlorothiazide	chlorotrianisene	chlorpheniramine	chlorpromazine	chlorpropamide	chlorprothixene	chlorthalidone	chlorzoxazone	ciclesonide	cidofovir	cilastatin	cilostazol	cimetidine	cinacalcet	ciprofloxacin	cisatracurium	citalopram	cladribine	clavulanate	clemastine	clenbuterol	clidinium	clindamycin	clocortolone	clofarabine	clomiphene	clomipramine	clonidine	clotrimazole	cloxacillin	clozapine	colchicine	conivaptan	cromolyn	cyclacillin	cyclizine	cyclobenzaprine	cyclopentolate	cycloserine	cyclothiazide	cyproheptadine	cyproterone	cysteamine	cytarabine	dacarbazine	dalfopristin	danazol	dantrolene	dapsone	darifenacin	darunavir	dasatinib	daunorubicin	decitabine	degarelix	delavirdine	demeclocycline	desflurane	desipramine	desloratadine	desogestrel	desonide	desoximetasone	desvenlafaxine	dexamethasone	dexbrompheniramine	dexmedetomidine	dexrazoxane	dextromethorphan	diazoxide	dichlorphenamide	diclofenac	dicloxacillin	dicumarol	dicyclomine	didanosine	diethylstilbestrol	diflorasone	diflunisal	digoxin	dihematoporphyrin ether	dihydroergotamine	dihydrotachysterol	diltiazem	dimenhydrinate	dimethyl sulfoxide	dinoprostone	diphenhydramine	dipivefrin	dipyridamole	disopyramide	disulfiram	dobutamine	docetaxel	dofetilide	dolasetron	domperidone	donepezil	dopamine	dorzolamide	doxazosin	doxepin	doxorubicin	doxycycline	doxylamine	droperidol	drospirenone	duloxetine	dutasteride	dydrogesterone	dyphylline	echothiophate	econazole	edrophonium	efavirenz	eletriptan	emtricitabine	enalapril	enoxaparin	entacapone	ephedrine	epinephrine	epirubicin	eplerenone	epoprostenol	eprosartan	ergotamine	erlotinib	ertapenem	erythrityl tetranitrate	erythromycin	escitalopram	esmolol	esomeprazole	estradiol	estramustine	eszopiclone	ethacrynic acid	ethambutol	ethanol	ethinyl estradiol	ethionamide	ethosuximide	ethotoin	ethynodiol	etodolac	etonogestrel	etoposide	exemestane	ezetimibe	famotidine	felbamate	felodipine	fenofibrate	fenoprofen	fenoterol	fesoterodine	fexofenadine	flavoxate	flecainide	floxacillin	floxuridine	fluconazole	flucytosine	fludarabine	fludrocortisone	flumazenil	flunarizine	flunisolide	fluocinonide	fluorometholone	fluorouracil	fluoxetine	flupenthixol	fluphenazine	flurandrenolide	flurbiprofen	fluspirilene	flutamide	fluticasone	fluvastatin	fluvoxamine	formoterol	fosamprenavir	foscarnet	fosfomycin	fosinopril	fosphenytoin	framycetin	frovatriptan	furosemide	fusidic acid	gabapentin	galantamine	ganciclovir	gefitinib	gemcitabine	gemfibrozil	gemifloxacin	gliclazide	glimepiride	glipizide	glucosamine	glyburide	glycopyrrolate	granisetron	griseofulvin	guanfacine	guanidine	habekacin	halobetasol	halofantrine	haloperidol	halothane	hetacillin	hexachlorophene	hexobarbital	hydralazine	hydrochlorothiazide	hydrocortisone	hydroflumethiazide	hydroxocobalamin	hydroxychloroquine	hydroxyurea	hydroxyzine	hyoscyamine	ibandronate	ibuprofen	ibutilide	idarubicin	iloprost	imatinib	imipenem	imipramine	imiquimod	inamrinone	indapamide	indinavir	indomethacin	ipratropium	irbesartan	irinotecan	isocarboxazid	isoflurane	isoflurophate	isoniazid	isoproterenol	isosorbide	isosorbide dinitrate	isotretinoin	isradipine	itraconazole	ivermectin	ixabepilone	kanamycin	ketamine	ketoconazole	ketoprofen	ketorolac	labetalol	lactulose	lamivudine	lamotrigine	lansoprazole	lapatinib	latanoprost	leflunomide	lenalidomide	lercanidipine	letrozole	leucovorin	levetiracetam	levobunolol	levobupivacaine	levocabastine	levodopa	levofloxacin	levonorgestrel	lidocaine	lincomycin	liotrix	lisdexamfetamine	lisinopril	lithium	loperamide	lopinavir	loratadine	lorazepam	losartan	loteprednol	lovastatin	loxapine	lubiprostone	magnesium sulfate	maprotiline	maraviroc	mebendazole	mecamylamine	meclizine	mefenamic acid	mefloquine	megestrol	meloxicam	memantine	mepenzolate	meperidine	mephentermine	mephenytoin	mephobarbital	mepivacaine	mequitazine	mercaptopurine	meropenem	mesalamine	mesoridazine	mestranol	metaproterenol	metaraminol	metformin	methadone	methazolamide	methimazole	methohexital	methotrexate	methotrimeprazine	methoxamine	methyclothiazide	methyldopa	methylergonovine	methylphenidate	methylprednisolone	metipranolol	metoclopramide	metolazone	metoprolol	metronidazole	metyrapone	metyrosine	mexiletine	mezlocillin	mianserin	miconazole	midodrine	mifepristone	miglitol	milnacipran	milrinone	minocycline	minoxidil	mirtazapine	misoprostol	mitotane	mitoxantrone	moclobemide	modafinil	moexipril	molindone	mometasone	montelukast	morphine	moxifloxacin	mupirocin	mycophenolate mofetil	mycophenolic acid	nabilone	nabumetone	nadolol	nafarelin	nafcillin	nalbuphine	naloxone	naltrexone	naproxen	naratriptan	nateglinide	nebivolol	nelfinavir	neomycin	neostigmine	nepafenac	netilmicin	nevirapine	nicardipine	nicotine	nifedipine	nilotinib	nilutamide	nimodipine	nisoldipine	nitrazepam	nitrendipine	nitric oxide	nitrofurantoin	nitroglycerin	nitroprusside	nizatidine	norepinephrine	norethindrone	norfloxacin	norgestimate	nortriptyline	ofloxacin	olanzapine	olmesartan	olopatadine	omeprazole	ondansetron	orlistat	orphenadrine	oseltamivir	oxacillin	oxandrolone	oxaprozin	oxazepam	oxcarbazepine	oxybutynin	oxymetazoline	oxymorphone	oxytetracycline	paclitaxel	paliperidone	palonosetron	pamidronate	pancuronium	pantoprazole	papaverine	paricalcitol	paroxetine	pemetrexed	penbutolol	penicillin g	penicillin v	pentamidine	pentazocine	pentobarbital	pentosan polysulfate	pentostatin	pentoxifylline	perhexiline	perindopril	perphenazine	phenelzine	phenindione	pheniramine	phenobarbital	phenoxybenzamine	phenprocoumon	phentolamine	phenylephrine	phenytoin	physostigmine	pilocarpine	pimecrolimus	pimozide	pindolol	pioglitazone	piperacillin	pirbuterol	piroxicam	pivampicillin	posaconazole	pramipexole	prasugrel	pravastatin	prazosin	prednicarbate	prednisolone	prednisone	prilocaine	primaquine	primidone	probenecid	procainamide	procaine	prochlorperazine	procyclidine	profenamine	progabide	progesterone	proguanil	promazine	promethazine	propafenone	propantheline	propofol	propranolol	propylthiouracil	protriptyline	pseudoephedrine	pyrazinamide	pyridostigmine	pyrimethamine	quetiapine	quinacrine	quinapril	quinidine	quinine	rabeprazole	raloxifene	raltitrexed	ramelteon	ramipril	ranitidine	ranolazine	rasagiline	reboxetine	remifentanil	repaglinide	reserpine	ribavirin	rifabutin	rifapentine	rifaximin	riluzole	rimantadine	rimexolone	risedronate	risperidone	ritodrine	ritonavir	rivastigmine	rizatriptan	rocuronium	ropinirole	ropivacaine	rosiglitazone	rosuvastatin	rotigotine	salmeterol	salsalate	saquinavir	saxagliptin	scopolamine	secobarbital	selegiline	sertraline	sevoflurane	sildenafil	simvastatin	sitagliptin	solifenacin	sorafenib	sotalol	sparfloxacin	spectinomycin	spironolactone	stavudine	streptomycin	succinylcholine	sufentanil	sulfacetamide	sulfacytine	sulfadiazine	sulfamethoxazole	sulfanilamide	sulfapyridine	sulfasalazine	sulfinpyrazone	sulfisoxazole	sulindac	sulpiride	sumatriptan	sunitinib	tacrine	tacrolimus	tadalafil	tamoxifen	tamsulosin	tazobactam	telbivudine	telmisartan	temazepam	temsirolimus	teniposide	terazosin	terbinafine	terbutaline	terconazole	testosterone	tetrabenazine	tetracycline	theophylline	thiabendazole	thiopental	thioridazine	tiagabine	tiaprofenic acid	ticarcillin	ticlopidine	tigecycline	tiludronate	timolol	tioconazole	tiotropium	tipranavir	tirofiban	tizanidine	tobramycin	tolazamide	tolbutamide	tolmetin	tolterodine	topiramate	topotecan	toremifene	torsemide	tramadol	trandolapril	tranexamic acid	tranylcypromine	travoprost	trazodone	treprostinil	triamcinolone	triamterene	trichlormethiazide	trifluoperazine	triflupromazine	trihexyphenidyl	triiodothyronine	trimethadione	trimethoprim	trimipramine	triprolidine	trospium	ursodiol	valacyclovir	valproic acid	valsartan	vancomycin	vardenafil	varenicline	venlafaxine	verapamil	vigabatrin	vildagliptin	vinblastine	vincristine	vindesine	vinorelbine	voriconazole	vorinostat	warfarin	zafirlukast	zidovudine	zileuton	ziprasidone	zolmitriptan	zolpidem	zonisamide	zopiclone	zuclopenthixol
5,6,7,8-tetrahydrobiopterin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6-aminocaproic acid	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
abacavir	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
acarbose	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
acebutolol	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
